"x","y","Y","M","X","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","N11","N12","N13","N14","N15","N16","N17","N18","N19","N20"
"881","A1","B1",-1.6653229211465,-1.02071456014489,-0.0784152255415184,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1
"882","A1","B1",-1.93219328964531,1.02629605862696,1.31042467626558,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
"883","A1","B1",-1.15025968647317,-1.90927324708806,0.202677553356288,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
"884","A1","B1",-1.06930238299555,-0.667794402903134,0.317292601007696,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"885","A1","B1",1.51423614830427,-0.0788101970234794,0.306812143523745,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
"886","A1","B1",-0.859575824547205,-0.781680131495207,-1.31896389186303,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1
"887","A1","B1",-0.990445780558427,-1.0449443843706,-0.463817695855388,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1
"888","A1","B1",0.588085936072592,0.839780326052949,0.727574673412883,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
"889","A1","B1",-0.66045914290994,-1.17580734568707,-0.225086428035703,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1
"890","A1","B1",2.87518846289101,2.06496485631075,1.41393456981151,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"891","A1","B1",-0.657296988946647,-0.312943727539726,1.01309227253708,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"892","A1","B1",-1.12911593920473,0.0504149297462302,0.747657650749807,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
"893","A1","B1",-0.53146820363481,0.0971858727640975,0.189813829356906,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0
"894","A1","B1",3.53814708794467,1.46471212164865,1.9060051606502,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1
"895","A1","B1",0.782112558153164,-0.0694882698716463,0.690659969669513,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
"896","A1","B1",2.04561541081587,-0.00829190643385445,1.62397230396931,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1
"897","A1","B1",2.15958396104579,1.30637240099677,-0.0697495107238456,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"898","A1","B1",-0.503989755993585,0.192119096853665,0.558482368118222,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"899","A1","B1",-0.146624156227851,-0.591801809722922,-0.960962476288701,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"900","A1","B1",1.35896031985281,0.447389909781638,-0.35840883722566,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1
"901","A1","B1",1.18078958771012,1.34893582689243,-0.18535652598742,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1
"902","A1","B1",3.91680688606486,2.96540836089203,1.69084069238424,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1
"903","A1","B1",-0.113061295788669,-0.0122202903825775,-0.166543806346344,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"904","A1","B1",-0.534221592604634,-1.24312476780274,-1.04174088553453,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
"905","A1","B1",0.543681014169285,-0.532186468773241,0.566701561325844,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
"906","A1","B1",0.994099723098356,1.05892180470832,-0.986344429247902,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1
"907","A1","B1",-2.2789299393387,-0.170088818318484,-0.384632347581682,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
"908","A1","B1",1.38418390883477,2.32898518756679,3.69682350298321,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1
"909","A1","B1",0.139189895209618,0.767612104950763,0.159208606750294,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0
"910","A1","B1",1.3155217704007,0.242274146111402,-1.19092593528855,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
"911","A1","B1",0.458247676926635,-0.374995886485235,-0.377265486383029,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"912","A1","B1",-1.82158418303211,-1.77031382493941,-0.0865801358824732,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"913","A1","B1",1.27070852134039,0.483528688997638,-0.185527543017205,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0
"914","A1","B1",-0.41112001392664,-1.27144088772103,-0.379741440995848,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1
"915","A1","B1",-0.0887157463547618,-1.08195242036491,-1.78405936834319,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1
"916","A1","B1",0.78368628145397,-1.03456610940337,0.175605904113405,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1
"917","A1","B1",0.0819477865881257,0.517759469667923,0.117029860240596,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"918","A1","B1",-1.48543669191521,-0.886387659520381,0.244812923674769,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1
"919","A1","B1",-0.120432471949526,0.571517290317118,-0.590551304158271,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1
"920","A1","B1",2.78315157974571,2.45704505500108,0.486838428270299,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
"921","A1","B1",3.57322321786233,1.79060492098544,0.200198111434494,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
"922","A1","B1",0.949478838651332,-0.448391528909746,0.365449024689756,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1
"923","A1","B1",0.0842678769173636,0.11096925459725,-0.0118631947309923,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1
"924","A1","B1",-1.37047079669282,-1.68473832449007,-0.0331330731004075,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0
"925","A1","B1",0.987013904132346,2.0982740840358,-0.058963521363075,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"926","A1","B1",-0.354227915853605,-0.797117427186413,-0.0885317879791507,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
"927","A1","B1",-0.129687222127417,-0.343455935831614,-0.356762414639062,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
"928","A1","B1",2.34736647265544,0.646606936751969,-0.21931155710129,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0
"929","A1","B1",-1.4225579934243,-2.4411692049567,-1.44887710165207,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1
"930","A1","B1",-0.442966427397167,1.32336912316803,0.483202662955451,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0
"931","A1","B1",2.1052814632597,2.11003904546224,1.83972592855392,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"932","A1","B1",1.30996633838266,2.98833062951175,0.590635834785958,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"933","A1","B1",0.219785299756627,0.682471501513393,-0.372455211611104,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1
"934","A1","B1",-1.36201450482468,-1.19786212628687,-1.75863331649443,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"935","A1","B1",-0.854156047043478,-0.839815371904768,-0.460242135604909,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0
"936","A1","B1",1.35750017428409,-0.507016177484995,-0.209975454106761,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1
"937","A1","B1",2.93615779664324,2.30546815309261,0.152705149400646,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1
"938","A1","B1",0.665823767409762,1.95003783852083,1.08569111889801,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
"939","A1","B1",-0.109710999853048,0.503807334521219,1.07829474676889,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
"940","A1","B1",1.64968425934373,0.411003351233525,-1.00589490498938,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
"941","A1","B1",0.895850196131042,1.11853596573045,0.509328230782315,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
"942","A1","B1",-0.347423714541943,-0.572977564985936,0.572120484181332,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"943","A1","B1",2.661563852871,0.420325585777232,0.661374200008882,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
"944","A1","B1",2.82141143921556,1.41947028250974,1.21739041141069,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1
"945","A1","B1",0.783956626287359,1.4923442800675,1.4001283487153,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"946","A1","B1",0.305051917099857,1.8637228038405,0.0921730764346009,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1
"947","A1","B1",-1.09590653397617,-0.113608833113458,0.0309408896447944,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1
"948","A1","B1",1.95710402308521,0.656623453110463,1.36140856602305,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
"949","A1","B1",2.36695411569016,1.85987505334104,0.995407700795202,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
"950","A1","B1",-0.29538458986105,-0.505431518544909,0.117114516269998,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"951","A1","B1",3.22608317706747,2.25813119701571,1.01078519067538,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
"952","A1","B1",-1.40905993876323,-1.46736625840805,-0.24906474140317,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0
"953","A1","B1",-0.575750986028691,0.478156234515489,2.10726936614261,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1
"954","A1","B1",-0.552239609623624,1.01819620017251,0.600545648085701,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
"955","A1","B1",-0.502885301231223,-0.486641657850459,-0.558175043576334,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1
"956","A1","B1",-0.748717475734235,0.92376421835561,0.952139397248967,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0
"957","A1","B1",-0.0373555081411113,0.935456471744262,-0.00247098474992116,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1
"958","A1","B1",1.55980671119259,0.0993724546117297,-1.6901111942773,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
"959","A1","B1",1.36291810096567,0.68300716113464,-0.696007224859207,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
"960","A1","B1",0.229327770772393,0.731072441916865,0.750441938396629,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
"961","A1","B1",-0.178905633684631,-0.615039867173261,-0.423387883583563,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1
"962","A1","B1",2.23283957902953,-0.400628748103598,0.733159764786019,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"963","A1","B1",-0.763601234383367,-0.199843672960126,-1.08975116421355,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
"964","A1","B1",-2.12054042399742,-2.77647970355934,-1.72516562454635,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1
"965","A1","B1",-1.53831986336198,-2.28295660033931,-1.98390751871623,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
"966","A1","B1",-0.616385910963877,0.831596707865518,0.511252595053451,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"967","A1","B1",1.99581143732003,2.38641823393592,0.903114383098894,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1
"968","A1","B1",0.50261865354903,1.28683660901352,1.13679535380436,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1
"969","A1","B1",1.83146019639783,1.39254780279087,0.182432088131804,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
"970","A1","B1",1.24942185204127,0.662581610790007,0.578428653942549,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1
"971","A1","B1",-1.84064819229831,-0.853875028658949,-0.034927908864972,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0
"972","A1","B1",-0.30608767308414,0.909513628884088,0.992125924113598,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
"973","A1","B1",-1.15935180592502,-0.731233195978066,0.183918734601719,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"974","A1","B1",-0.0573649522693645,0.0767329613344644,0.856591455422215,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1
"975","A1","B1",-1.68376986246205,-0.377276057824681,-0.561374468935644,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1
"976","A1","B1",-1.79205259129371,-0.991000378160546,-0.920451743479314,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1
"977","A1","B1",-0.661541021246086,-1.38809254025531,-1.02304160784949,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
"978","A1","B1",0.0254292901096515,0.780397655770486,0.28219812745898,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"979","A1","B1",-1.91274218454099,-2.75303316992838,-1.97718904578556,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1
"980","A1","B1",-1.41224312115123,-2.29502704731345,-0.624279052884574,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1
"981","A1","B1",0.620731219139605,0.937639176874535,0.197755718303636,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1
"982","A1","B1",1.28919000533312,1.42267154461531,0.0343678132320891,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
"983","A1","B1",-3.36355078909024,-1.48442147946027,-1.37136309192611,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
"984","A1","B1",-0.0402475642995685,0.811057841299038,0.210642436822288,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"985","A1","B1",-1.06218816187591,-0.254919087196957,-0.782497476150166,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1
"986","A1","B1",0.764476531871056,0.821557262117258,0.349935036880096,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
"987","A1","B1",0.0115717265508972,0.893733061074763,0.240488821943591,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1
"988","A1","B1",0.862237626949015,-0.0590657933593205,0.188283066050748,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0
"989","A1","B1",1.41179642661951,0.84373505380636,-0.472893058520694,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
"990","A1","B1",1.55363231109005,0.984351423521593,2.14743852422603,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1
"991","A1","B1",-0.772184968905914,1.05635249346413,-0.907032307870619,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
"992","A1","B1",0.955644528067113,-0.35754231485984,0.070760297860494,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
"993","A1","B1",-0.603439974301644,0.523292116192451,-0.624066827429667,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
"994","A1","B1",1.73529472591853,0.318126559225808,0.884444962587897,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1
"995","A1","B1",1.95616121301272,1.63625491460082,0.221926725946932,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
"996","A1","B1",0.671224792741012,0.0517977539147392,-0.999502570238006,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
"997","A1","B1",-2.60803764004365,-1.38573759293898,-0.741900160562716,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1
"998","A1","B1",1.77034349521456,1.80014907312496,1.57493801331567,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1
"999","A1","B1",0.8134017984093,0.567515420040909,0.326549469973372,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
"1000","A1","B1",-0.96587649972418,0.455516020173518,-0.269614976304853,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
"1001","A1","B2",0.321584181987587,0.726562690567369,0.708563296948897,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
"1002","A1","B2",-0.653672133940828,0.169191014357783,-1.63590612607641,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
"1003","A1","B2",-0.831020742480974,0.509093871976526,-0.469402531680032,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
"1004","A1","B2",0.205271953183557,-0.660638533170264,0.148735007081552,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1
"1005","A1","B2",1.68242573341504,1.34000539538132,-0.00390831291472693,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0
"1006","A1","B2",0.596707155119523,1.79862790627162,0.978973677997642,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1
"1007","A1","B2",-1.17282450100383,-0.484020942343986,0.423692865794196,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0
"1008","A1","B2",0.117423568310645,-0.039744253943159,-1.87242191769712,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"1009","A1","B2",1.01104973500491,-0.644217580435129,0.436103931908795,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"1010","A1","B2",-1.89593433895769,-0.731342948944092,-0.499015016403939,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"1011","A1","B2",1.16663793416365,-0.732127169086633,-0.101773845685935,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
"1012","A1","B2",-1.11815085127685,-1.01898011902545,-1.15881187059421,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
"1013","A1","B2",-0.646995064326032,0.20847627104779,0.353540880996459,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1
"1014","A1","B2",1.88630815169406,-0.570849829891606,0.632824699365184,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1
"1015","A1","B2",-0.624322507237537,-1.0659160617384,-0.25032564455103,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0
"1016","A1","B2",-0.162266565733727,-0.370043860459743,-0.562278583506679,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
"1017","A1","B2",-0.781917787718656,0.830912223728203,-0.128020810732293,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1
"1018","A1","B2",-1.19395219624559,0.216322298255294,-0.0321869546150621,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"1019","A1","B2",1.15081797066447,0.699666144230259,1.60210639202121,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1
"1020","A1","B2",-1.03403043003019,-0.0645652317525758,-0.579007487534969,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
"1021","A1","B2",0.922079378169524,1.50964116451363,2.20781508437048,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1
"1022","A1","B2",-1.37605749505657,0.270801916286979,-0.700565381702488,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
"1023","A1","B2",-0.0462513378462903,-0.180768084047764,0.186723352630033,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
"1024","A1","B2",-2.00533011541097,-0.284182965001859,-0.233950335484415,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
"1025","A1","B2",2.33261738321361,0.0707264806135811,1.84002803960559,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"1026","A1","B2",-0.932603618089659,0.667246760909648,0.0814075226043129,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
"1027","A1","B2",-2.92026111645343,-0.842683440971806,-1.80164198108161,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1
"1028","A1","B2",3.47695802946465,0.264076957699098,0.797571579907084,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0
"1029","A1","B2",2.76303313221077,0.334571903185328,0.957742866386981,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
"1030","A1","B2",1.20669337872467,-0.856048358186484,0.337708586840975,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
"1031","A1","B2",0.200238710409387,-0.427745948886219,0.481102344212921,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"1032","A1","B2",-1.4578284514843,-0.120818791603625,-1.15018312401109,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"1033","A1","B2",1.08609657558392,-0.571497945124293,-0.0153172637026469,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1
"1034","A1","B2",-0.303250147148621,0.748700726211942,0.925125234300089,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
"1035","A1","B2",2.26457631756749,-0.791690463490206,0.32814518862589,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1
"1036","A1","B2",0.900365504263368,-0.827119396904202,0.980625637894286,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0
"1037","A1","B2",-1.19595491977567,-1.71362936385925,0.225765197079979,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0
"1038","A1","B2",1.34255756378201,0.333139082878751,-0.2972858576269,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"1039","A1","B2",-0.32424952173629,0.311225250944822,-0.16928777306151,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
"1040","A1","B2",-1.99186510799021,1.6778645335551,-0.631415736119189,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"1041","A1","B2",-0.978994705362394,-1.22439269579892,-0.0238234099759044,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1
"1042","A1","B2",-1.58782026475806,-0.750337828219803,-0.478022282713516,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1
"1043","A1","B2",1.21052101820092,-0.619813084667949,-0.555046386717741,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1
"1044","A1","B2",0.260040038355907,0.529605752493921,0.617506469220173,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
"1045","A1","B2",-0.368840330527036,0.559323656063647,-1.33209137396344,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0
"1046","A1","B2",0.459289329405326,1.62389385512201,0.235837754457374,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"1047","A1","B2",-0.164939749893418,-1.16322121615713,0.0450362693873695,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0
"1048","A1","B2",0.60653046936271,-0.284517510255566,-1.37616228410148,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0
"1049","A1","B2",-0.50824190466404,0.919176468182508,-0.083844694358761,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"1050","A1","B2",0.356043078888962,1.21508169615068,-1.16397235746864,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1
"1051","A1","B2",2.47156098992912,0.929679028398543,2.13290497268324,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
"1052","A1","B2",-0.787157574083265,-1.06897237915857,-1.88494632018095,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
"1053","A1","B2",-0.0243870703434322,0.90134883682015,-0.106676598493976,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
"1054","A1","B2",-0.0837765319920874,-0.639432418255256,0.447742796976906,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"1055","A1","B2",1.79084025641432,1.13550145340702,1.7704394257342,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1
"1056","A1","B2",0.0339158503482601,0.92917963843921,-0.706734391288389,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1
"1057","A1","B2",2.20958127242832,0.482398979303961,0.672268420971333,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1
"1058","A1","B2",-0.322055682260892,1.56677695372472,-0.257299274741527,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0
"1059","A1","B2",-0.0207484280077248,-0.944681668067939,0.827470795551752,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
"1060","A1","B2",-0.736364523212234,-0.674083271039138,1.24876749003264,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1
"1061","A1","B2",-1.31777241359183,-0.55082610807077,-0.665831085700738,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1
"1062","A1","B2",-2.00696907546895,-0.982005884182629,-0.84351175198262,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
"1063","A1","B2",0.821437634979333,-0.834404181153719,0.984336903773023,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"1064","A1","B2",-2.24936682591388,-1.43289343743271,-1.14278129156041,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0
"1065","A1","B2",0.551102844016584,-1.08384171919549,-0.591637686772774,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1
